PhraseID,EN,IT,PT-BR,TR,ES-ES,SV,NL
QID160_QuestionText,"How much do you <strong>associate</strong> second-hand clothing with <strong>fashion and uniqueness</strong>? (e.g., unique styles, vintage items, one-of-a-kind pieces)","Quanto <strong>associ</strong> l’abbigliamento di seconda mano alla <strong>moda e unicità</strong>? (ad es., stili unici, articoli vintage, pezzi unici)","","","","","<strong>In hoeverre associeer je</strong> tweedehands kleding met <strong>mode en uniciteit</strong>? (bijv. unieke stijlen, vintage items, unieke stukken)"
QID160_Choice1,"0. Not at all","0. Per nulla","","","","",""
QID160_Choice2,"1","1","","","","",""
QID160_Choice3,"2","2","","","","",""
QID160_Choice4,"3","3","","","","",""
QID160_Choice5,"4","4","","","","",""
QID160_Choice6,"5","5","","","","",""
QID160_Choice7,"6. Very much","6. Moltissimo","","","","",""
QID158_QuestionText,"To what extent do fashion and uniqueness&nbsp;<strong>influence your decision</strong> to purchase or avoid second-hand clothing?","In che misura la moda e l’unicità <strong>influenzano la tua decisione</strong> di acquistare o evitare l’abbigliamento di seconda mano?","","","","","<strong>In welke mate beïnvloeden</strong> mode en er uniek uitzien je beslissing om tweedehands kleding te kopen of te vermijden?"
QID158_Choice9,"0. Not at all","","","","","",""
QID158_Choice10,"1","","","","","",""
QID158_Choice11,"2","","","","","",""
QID158_Choice12,"3","","","","","",""
QID158_Choice13,"4","","","","","",""
QID158_Choice14,"5","","","","","",""
QID158_Choice15,"6. Very much","","","","","",""
QID162_QuestionText,"<span style=""color:#000000;""><b>Social stigma</b></span>","<span style=""color:#000000;""><b>Stigma sociale</b></span>","","","","","<span style=""font-size:medium""><span style=""font-family:Aptos, sans-serif""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><b><span lang=""NL"" style=""font-family:""Times New Roman"", serif"">Sociaal stigma</span></b></span></span></span></span></span></span></span>"
QID163_QuestionText,"How much do you <strong>associate</strong> second-hand clothing with <strong>concerns about social perception</strong>? (e.g., social stigma, peer criticism, perceived lower status)","Quanto <strong>associ</strong> l’abbigliamento di seconda mano a <strong>preoccupazioni per la percezione sociale</strong>? (ad es., stigma sociale, critiche da parte dei pari, percezione di uno status inferiore)","","","","","<strong>In hoeverre associeer je</strong> tweedehands kleding met <strong>zorgen over sociale perceptie</strong>? (bijv. sociaal stigma, kritiek van leeftijdsgenoten, waargenomen lagere status)"
QID163_Choice1,"0. Not at all","0. Per nulla","","","","",""
QID163_Choice2,"1","1","","","","",""
QID163_Choice3,"2","2","","","","",""
QID163_Choice4,"3","3","","","","",""
QID163_Choice5,"4","4","","","","",""
QID163_Choice6,"5","5","","","","",""
QID163_Choice7,"6. Very much","6. Moltissimo","","","","",""
QID164_QuestionText,"To what extent do concerns about social perception&nbsp;<strong>influence your decision</strong> to purchase or avoid second-hand clothing?","In che misura le preoccupazioni per la percezione sociale <strong>influenzano la tua decisione</strong> di acquistare o evitare l’abbigliamento di seconda mano?","","","","","<strong>In welke mate beïnvloeden</strong> zorgen over sociale perceptie je beslissing om tweedehands kleding te kopen of te vermijden?"
QID164_Choice9,"0. Not at all","","","","","",""
QID164_Choice10,"1","","","","","",""
QID164_Choice11,"2","","","","","",""
QID164_Choice12,"3","","","","","",""
QID164_Choice13,"4","","","","","",""
QID164_Choice14,"5","","","","","",""
QID164_Choice15,"6. Very much","","","","","",""
QID332_QuestionText,"<font color=""#000000""><span style=""caret-color: rgb(0, 0, 0);""><b>Immaterial essence</b></span></font><br>","<span style=""color:#000000;""><b>Rischio per la salute</b></span>","","","","","<meta charset=""UTF-8"" />➘<p><b>Immateriële essentie</b></p>➘"
QID333_QuestionText,"To what extent do you <strong>believe that</strong>&nbsp;second-hand clothing can transfer a <strong>previous owner&rsquo;s immaterial essence</strong>? (e.g., &ldquo;energy,&rdquo; aura, karma, luck)","<meta charset=""UTF-8"" />Quanto associ l’abbigliamento di seconda mano a <strong>potenziali rischi per la salute</strong>? (ad es., infezioni cutanee, allergie, parassiti)","","","","","In welke mate <strong>geloof je dat</strong> tweedehands kleding de <strong>immateriële essentie van een vorige eigenaar</strong> kan overdragen? (bijv. “energie”, aura, karma, geluk)"
QID333_Choice1,"0. Not at all","0. Per nulla","","","","",""
QID333_Choice2,"1","1","","","","",""
QID333_Choice3,"2","2","","","","",""
QID333_Choice4,"3","3","","","","",""
QID333_Choice5,"4","4","","","","",""
QID333_Choice6,"5","5","","","","",""
QID333_Choice7,"6. Very much","6. Moltissimo","","","","",""
QID363_QuestionText,"Would you experience this immaterial essence as <strong>positive or negative</strong>, if you consider&nbsp;buying second-hand clothing?&nbsp;","","","","","","Zou je deze immateriële essentie als <strong>positief of negatief</strong> ervaren, als je overweegt tweedehands kleding te kopen?"
QID363_Choice1,"&nbsp;","","","","","",""
QID363_Label1,"Negative","","","","","","<p>Negatief</p>➘"
QID363_Label2,"Neutral","","","","","","Neutraal"
QID363_Label3,"Positive","","","","","","<p>Positief</p>➘"
QID363_LabelNA,"Not Applicable","","","","","","<p>Niet van toepassing</p>➘"
QID334_QuestionText,"To what extent does the potential transfer of the previous owner’s immaterial essence&nbsp;<strong>influence your decision</strong> to purchase or avoid second-hand clothing?","In che misura i potenziali rischi per la salute <strong>influenzano la tua decisione</strong> di acquistare o evitare l’abbigliamento di seconda mano?","","","","","In welke mate <strong>beïnvloedt</strong> de mogelijke overdracht van de immateriële essentie van de vorige eigenaar je beslissing om tweedehands kleding te kopen of te vermijden?"
QID334_Choice9,"0. Not at all","","","","","",""
QID334_Choice10,"1","","","","","",""
QID334_Choice11,"2","","","","","",""
QID334_Choice12,"3","","","","","",""
QID334_Choice13,"4","","","","","",""
QID334_Choice14,"5","","","","","",""
QID334_Choice15,"6. Very much","","","","","",""
QID165_QuestionText,"<span style=""color:#000000;""><b>Health risk</b></span>","<span style=""color:#000000;""><b>Rischio per la salute</b></span>","","","","","<b>Gezondheidsrisico</b>"
QID166_QuestionText,"<meta charset=""UTF-8"" />How much do you&nbsp;<strong>associate</strong>&nbsp;second-hand clothing with&nbsp;<strong>potential health risks</strong>? (e.g., skin infections, allergies, parasites)","<meta charset=""UTF-8"" />Quanto associ l’abbigliamento di seconda mano a <strong>potenziali rischi per la salute</strong>? (ad es., infezioni cutanee, allergie, parassiti)","","","","","<strong>In hoeverre associeer je</strong> tweedehands kleding met <strong>potentiële gezondheidsrisico's</strong>? (bijv. huidinfecties, allergieën, parasieten)"
QID166_Choice1,"0. Not at all","0. Per nulla","","","","",""
QID166_Choice2,"1","1","","","","",""
QID166_Choice3,"2","2","","","","",""
QID166_Choice4,"3","3","","","","",""
QID166_Choice5,"4","4","","","","",""
QID166_Choice6,"5","5","","","","",""
QID166_Choice7,"6. Very much","6. Moltissimo","","","","",""
QID167_QuestionText,"To what extent do the potential health risks&nbsp;<strong>influence your decision</strong> to purchase or avoid second-hand clothing?","In che misura i potenziali rischi per la salute <strong>influenzano la tua decisione</strong> di acquistare o evitare l’abbigliamento di seconda mano?","","","","","<strong>In welke mate beïnvloeden</strong> de potentiële gezondheidsrisico's je beslissing om tweedehands kleding te kopen of te vermijden?"
QID167_Choice9,"0. Not at all","","","","","",""
QID167_Choice10,"1","","","","","",""
QID167_Choice11,"2","","","","","",""
QID167_Choice12,"3","","","","","",""
QID167_Choice13,"4","","","","","",""
QID167_Choice14,"5","","","","","",""
QID167_Choice15,"6. Very much","","","","","",""
QID176_QuestionText,"<strong>I describe myself as:</strong>","Mi descrivo come:","","","","",""
QID176_Choice1,"Extraverted, enthusiastic.","Estroverso/a, esuberante.","","","","",""
QID176_Choice2,"Critical, quarrelsome.","Polemico/a, litigioso/a.","","","","",""
QID176_Choice3,"Dependable, self-disciplined.","Affidabile, auto-disciplinato/a.","","","","",""
QID176_Choice4,"Anxious, easily upset.","Ansioso/a, che si agita facilmente.","","","","",""
QID176_Choice5,"Open to new experiences, complex.","Aperto/a alle nuove esperienze, con molti interessi.","","","","",""
QID176_Choice6,"Reserved, quiet.","Riservato/a, silenzioso/a.","","","","",""
QID176_Choice7,"Sympathetic, warm.","Comprensivo/a, affettuoso/a.","","","","",""
QID176_Choice8,"Disorganized, careless.","Disorganizzato/a, distratto/a.","","","","",""
QID176_Choice9,"Calm, emotionally stable.","Tranquillo/a, emotivamente stabile.","","","","",""
QID176_Choice11,"Attention check, select strongly agree.","Per favore, seleziona fortemente d’accordo.","","","","",""
QID176_Choice10,"Conventional, uncreative.","Tradizionalista, abitudinario/a.","","","","",""
QID176_Answer1,"Strongly disagree","Fortemente in disaccordo ","","","","",""
QID176_Answer2,"Disagree","Moderatamente in disaccordo ","","","","",""
QID176_Answer3,"Somewhat disagree","Leggermente in disaccordo ","","","","",""
QID176_Answer4,"Neither agree nor disagree","Né d’accordo né in disaccordo","","","","",""
QID176_Answer5,"Somewhat agree","Leggermente d’accordo","","","","",""
QID176_Answer6,"Agree","Moderatamente d’accordo","","","","",""
QID176_Answer7,"Strongly agree","Fortemente d’accordo","","","","",""
QID353_QuestionText,"I often feel awe","","","","","",""
QID353_Choice8,"Strongly disagree","","","","","",""
QID353_Choice9,"Disagree","","","","","",""
QID353_Choice10,"Somewhat disagree","","","","","",""
QID353_Choice11,"Neither agree nor disagree","","","","","",""
QID353_Choice12,"Somewhat agree","","","","","",""
QID353_Choice13,"Agree","","","","","",""
QID353_Choice14,"Strongly agree","","","","","",""
QID358_QuestionText,"I see beauty all around me.&nbsp;","","","","","",""
QID358_Choice8,"Strongly disagree","","","","","",""
QID358_Choice9,"Disagree","","","","","",""
QID358_Choice10,"Somewhat disagree","","","","","",""
QID358_Choice11,"Neither agree nor disagree","","","","","",""
QID358_Choice12,"Somewhat agree","","","","","",""
QID358_Choice13,"Agree","","","","","",""
QID358_Choice14,"Strongly agree","","","","","",""
QID357_QuestionText,"I feel wonder almost every day.&nbsp;","","","","","",""
QID357_Choice8,"Strongly disagree","","","","","",""
QID357_Choice9,"Disagree","","","","","",""
QID357_Choice10,"Somewhat disagree","","","","","",""
QID357_Choice11,"Neither agree nor disagree","","","","","",""
QID357_Choice12,"Somewhat agree","","","","","",""
QID357_Choice13,"Agree","","","","","",""
QID357_Choice14,"Strongly agree","","","","","",""
QID356_QuestionText,"I often look for patterns in the objects around me.&nbsp;","","","","","",""
QID356_Choice8,"Strongly disagree","","","","","",""
QID356_Choice9,"Disagree","","","","","",""
QID356_Choice10,"Somewhat disagree","","","","","",""
QID356_Choice11,"Neither agree nor disagree","","","","","",""
QID356_Choice12,"Somewhat agree","","","","","",""
QID356_Choice13,"Agree","","","","","",""
QID356_Choice14,"Strongly agree","","","","","",""
QID355_QuestionText,"I have many opportunities to see the beauty of nature.&nbsp;","","","","","",""
QID355_Choice8,"Strongly disagree","","","","","",""
QID355_Choice9,"Disagree","","","","","",""
QID355_Choice10,"Somewhat disagree","","","","","",""
QID355_Choice11,"Neither agree nor disagree","","","","","",""
QID355_Choice12,"Somewhat agree","","","","","",""
QID355_Choice13,"Agree","","","","","",""
QID355_Choice14,"Strongly agree","","","","","",""
QID354_QuestionText,"I seek out experiences that challenge my understanding of the world.&nbsp;","","","","","",""
QID354_Choice8,"Strongly disagree","","","","","",""
QID354_Choice9,"Disagree","","","","","",""
QID354_Choice10,"Somewhat disagree","","","","","",""
QID354_Choice11,"Neither agree nor disagree","","","","","",""
QID354_Choice12,"Somewhat agree","","","","","",""
QID354_Choice13,"Agree","","","","","",""
QID354_Choice14,"Strongly agree","","","","","",""
QID177_QuestionText,"The following scale represents a range of <strong>political views</strong>, from extremely <strong>progressive (left) </strong>to extremely <strong>conservative (right)</strong>.<br />➘<br />➘Please select the option that best describes your political stance. If you have no interest in politics or no specific political view, select the last option.","La seguente scala rappresenta una gamma di <strong>opinioni politiche</strong>, da estremamente<strong> progressista (sinistra) </strong>a estremamente <strong>conservatrice (destra).</strong> Per favore, seleziona l’opzione che meglio descrive la tua posizione politica. Se non hai interesse per la politica o non hai una visione politica specifica, seleziona l’ultima opzione.","","","","","De volgende schaal vertegenwoordigt een scala aan <strong>politieke opvattingen</strong>, van <strong>extreem progressief (links)</strong> tot <strong>extreem conservatief (rechts)</strong>.<br />➘<br />➘Selecteer alstublieft de optie die het beste je politieke standpunt beschrijft. Als je geen interesse hebt in politiek of geen specifieke politieke visie hebt, selecteer dan de laatste optie."
QID177_Choice9,"Extremely progressive","Estremamente progressista","","","","","Extreem progressief<br />"
QID177_Choice10,"Progressive","Progressista","","","","","Progressief<br />"
QID177_Choice11,"Slightly progressive","Leggermente progressista","","","","","Enigszins progressief<br />"
QID177_Choice12,"Moderate","Moderato","","","","","Gematigd<br />"
QID177_Choice13,"Slightly conservative","Leggermente conservatore/conservatrice","","","","","Enigszins conservatief<br />"
QID177_Choice14,"Conservative","Conservatore/conservatrice","","","","","Conservatief<br />"
QID177_Choice15,"Extremely conservative","Estremamente conservatore/conservatrice","","","","","Extreem conservatief<br />"
QID177_Choice16,"<span style=""color:#95a5a6;""><strong>Not interested in politics or no political view</strong></span>","<span style=""color:#95a5a6;""><strong>Non interessato/a alla politica o senza una visione politica</strong></span>","","","","","<span style=""color:#95a5a6;""><strong>Niet geïnteresseerd in politiek of geen politieke voorkeur</strong></span>"
QID335_QuestionText,"Regardless of whether you belong to a particular religion, <strong>how religious</strong> would you say <strong>you are</strong>?<br />➘<br />➘Please use a scale from 0 to 10, where 0 = &quot;Not at all religious&quot; and 10 = &quot;Very religious&quot;.","","","","","","Ongeacht of je tot een bepaalde religie behoort, <strong>hoe religieus</strong> zou je zeggen dat <strong>je bent</strong>?<br />➘<br />➘Gebruik alstublieft een schaal van 0 tot 10, waarbij 0 = ""Helemaal niet religieus"" en 10 = ""Zeer religieus""."
QID335_Choice1,"0. Not at all religious","","","","","","0. Helemaal niet religieus"
QID335_Choice2,"1","","","","","","1"
QID335_Choice3,"2","","","","","","2"
QID335_Choice4,"3","","","","","","3"
QID335_Choice5,"4","","","","","","4"
QID335_Choice16,"5","","","","","","5"
QID335_Choice17,"6","","","","","","6"
QID335_Choice18,"7","","","","","","7"
QID335_Choice19,"8","","","","","","8"
QID335_Choice20,"9","","","","","","9"
QID335_Choice21,"10. Very religious","","","","","","10. Zeer religieus"
QID326_QuestionText,"Do you believe in <strong>telepathy</strong> (mind-reading)?","","","","","",""
QID326_Choice6,"Strongly disagree","","","","","",""
QID326_Choice7,"Disagree","","","","","",""
QID326_Choice8,"Neither agree nor disagree","","","","","",""
QID326_Choice9,"Agree","","","","","",""
QID326_Choice10,"Strongly agree","","","","","",""
QID331_QuestionText,"Do you believe in <strong>clairvoyance</strong> (psychic forces, fortune telling)?","","","","","",""
QID331_Choice6,"Strongly disagree","","","","","",""
QID331_Choice7,"Disagree","","","","","",""
QID331_Choice8,"Neither agree nor disagree","","","","","",""
QID331_Choice9,"Agree","","","","","",""
QID331_Choice10,"Strongly agree","","","","","",""
QID330_QuestionText,"Have you had experiences with <strong>astrology, seeing the future, UFO&rsquo;s, ESP, or a sixth sense</strong>?","","","","","",""
QID330_Choice6,"Strongly disagree","","","","","",""
QID330_Choice7,"Disagree","","","","","",""
QID330_Choice8,"Neither agree nor disagree","","","","","",""
QID330_Choice9,"Agree","","","","","",""
QID330_Choice10,"Strongly agree","","","","","",""
QID329_QuestionText,"Have you ever felt that you are <strong>communicating with another person telepathically</strong> (by mind-reading)?","","","","","",""
QID329_Choice6,"Strongly disagree","","","","","",""
QID329_Choice7,"Disagree","","","","","",""
QID329_Choice8,"Neither agree nor disagree","","","","","",""
QID329_Choice9,"Agree","","","","","",""
QID329_Choice10,"Strongly agree","","","","","",""
QID215_QuestionText,"Please rate your overall <strong>smelling ability</strong>&nbsp;from 0 = ""no sense of smell at all"" to 10 = ""excellent sense of smell"".","Per favore, valuta la tua <strong>capacità olfattiva</strong> generale da 0 = “nessun senso dell’olfatto” a 10 = “eccellente senso dell’olfatto”.","","","","","Beoordeel je <strong>algehele reukvermogen</strong> van 0 = ""helemaal geen reukvermogen"" tot 10 = ""uitstekend reukvermogen""."
QID215_Choice1,"0. No sense of smell at all","0. Nessun senso dell’olfatto","","","","","0. Helemaal geen reukvermogen"
QID215_Choice11,"1","1","","","","","1"
QID215_Choice12,"2","2","","","","","2"
QID215_Choice13,"3","3","","","","","3"
QID215_Choice14,"4","4","","","","","4"
QID215_Choice15,"5","5","","","","","5"
QID215_Choice16,"6","6","","","","","6"
QID215_Choice17,"7","7","","","","","7"
QID215_Choice18,"8","8","","","","","8"
QID215_Choice19,"9","9","","","","","9"
QID215_Choice20,"10. Excellent sense of smell","","","","","","10. Uitstekend reukvermogen"
QID360_QuestionText,"Please indicate your <strong>age</strong> in numbers (with no spaces).","Per favore, indica la tua età in cifre.","","","","","<span style=""font-size:medium""><span style=""font-family:Aptos, sans-serif""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><span lang=""NL"" style=""font-family:""Times New Roman"", serif"">Geef je <strong>leeftijd</strong> in cijfers aan</span></span></span></span></span></span></span></span>"
QID360_Choice15,"","","","","","",""
QID6_QuestionText,"How would you describe yourself?","Come ti descriveresti?","","","","","<span style=""font-size:medium""><span style=""font-family:Aptos, sans-serif""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><span lang=""NL"" new="""" roman="""" style=""font-family:"" times="""">Hoe zou je jezelf beschrijven?</span></span></span></span></span></span></span></span>"
QID6_Choice1,"Female","","","","","","Vrouwelijk"
QID6_Choice2,"Male","Maschio","","","","","Mannelijk"
QID6_Choice3,"Non-binary / third gender","Non-binario / altro","","","","","Non-binair / derde geslacht"
QID361_QuestionText,"What is your <strong>main occupation</strong>?","","","","","","Wat is je<strong> hoofdbaan?</strong><br />➘ "
QID361_Choice1,"Worker","","","","","","Werknemer"
QID361_Choice2,"Student","","","","","","Student"
QID361_Choice3,"Not currently working","","","","","","Werkt momenteel niet"
QID362_QuestionText,"Which of the following best describes the <strong>area where you currently live</strong>?","","","","","","Welke van de volgende opties beschrijft het beste <strong>het gebied waar je momenteel woont</strong>?"
QID362_Choice1,"Urban / City<br />➘(Large city or densely built-up metropolitan core)<br />➘&nbsp;","","","","","","<p>Stedelijk / Stad<br /></p>➘➘<p>(Grote stad of dichtbebouwd stedelijk gebied)</p>➘"
QID362_Choice2,"Suburban / Town<br />➘(Suburb of a city or a medium-sized town)<br />➘&nbsp;","","","","","","<p>Suburbaan / Dorp<br /></p>➘➘<p>(Voorstad van een stad of middelgrote plaats)<br /></p>➘"
QID362_Choice3,"Rural / Village<br />➘(Small village, open countryside, or isolated area)<br />➘&nbsp;","","","","","","<p>Landelijk / Plattelandsgebied<br /></p>➘➘<p>(Klein dorp, open platteland of afgelegen gebied)<br /></p>➘"
QID316_QuestionText,"<img style=""width: 969px; height: 1279px;"" src=""https://psychru.qualtrics.com/CP/Graphic.php?IM=IM_39FWLy47hp84Hs2"">","","","","","",""
QID315_QuestionText,"<span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">Imagine that this <strong>ladder</strong> is a picture of <strong>how your country is set up</strong>.</span></span></span></span></span></span></span>➘<ul>➘	<li><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><strong>At the top</strong> of the ladder are people that have <strong>the most money, the highest amount of schooling, the best jobs, and the most respect</strong>.</span></span></span></span></span></span></span></li>➘	<li><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><strong>At the bottom</strong> are people who hav</span></span></span></span></span></span></span><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">e <strong>the least money, little or no education, no jobs or jobs that no one wants, and the least respect.</strong></span></span></span></span></span></span></span></li>➘</ul>➘<br />➘<br />➘<span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">Now think about<strong> your family</strong>. Tell us where you think your family <strong>would be on this ladder</strong>?</span></span></span></span></span></span></span><br />➘&nbsp;","<span style=""font-size:medium""><span style=""font-family:Aptos, sans-serif""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">Immagina che questa <strong>scala</strong> rappresenti <strong>il modo in cui è strutturato il tuo paese</strong>.</span></span></span></span></span></span></span>➘<ul>➘	<li><span style=""font-family: Aptos, sans-serif; font-size: 12pt;""><strong>In cima</strong> alla scala ci sono le persone che hanno <strong>più soldi, il livello di istruzione più alto, i lavori migliori e il massimo rispetto</strong>.</span></li>➘	<li><span style=""font-family: Aptos, sans-serif; font-size: 12pt;""><strong>In fondo</strong> alla scala ci sono le persone che hanno <strong>meno soldi, poca o nessuna istruzione, nessun lavoro o lavori che nessuno vuole, e il minimo rispetto</strong>.</span></li>➘</ul>➘<br />➘<span style=""font-size:medium""><span style=""font-family:Aptos, sans-serif""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">Ora pensa alla <strong>tua famiglia</strong>. Dicci dove pensi che la tua famiglia si troverebbe <strong>su questa scala</strong>.</span></span></span></span></span></span></span>","","","","","<span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">Stel je voor dat deze <strong>ladder</strong> een beeld is van <strong>hoe jouw land is gestructureerd</strong>.</span></span></span></span></span></span></span>➘<ul>➘	<li><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><strong>Bovenaan</strong> de ladder staan mensen die <strong>het meeste geld hebben, de hoogste opleiding, de beste banen en het meeste respect genieten</strong>.</span></span></span></span></span></span></span></li>➘	<li><span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none""><strong>Onderaan</strong> staan mensen die <strong>het minste geld hebben, weinig of geen opleiding, geen banen of banen die niemand wil, en het minste respect genieten</strong>.</span></span></span></span></span></span></span></li>➘</ul>➘<br />➘<br />➘<span style=""font-size:16px;""><span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000""><span style=""font-style:normal""><span style=""font-weight:400""><span style=""white-space:normal""><span style=""text-decoration:none"">Denk nu aan <strong>je gezin</strong>. Vertel ons waar jij denkt dat jouw gezin <strong>op deze ladder zou staan</strong>?</span></span></span></span></span></span></span><br />➘ "
QID315_Choice1,"1","","","","","","1"
QID315_Choice2,"2","","","","","","2"
QID315_Choice3,"3","","","","","","3"
QID315_Choice4,"4","","","","","","4"
QID315_Choice5,"5","","","","","","5"
QID315_Choice6,"6","","","","","","6"
QID315_Choice7,"7","","","","","","7"
QID315_Choice8,"8","","","","","","8"
QID315_Choice9,"9","","","","","","9"
QID315_Choice10,"10","","","","","","10"
SurveyTitle,"Qualtrics Survey | Qualtrics Experience Management","","","","","",""
SurveyDescription,"The most powerful, simple and trusted way to gather experience data. Start your journey to experience management and try a free account today.","","","","","",""
